date,date_block_num,shop_id,item_id,item_price,item_cnt_day
20.04.2014,15,58,4391,539.0,1.0
20.04.2014,15,25,2574,399.0,1.0
20.04.2014,15,38,991,69.0,1.0
20.04.2014,15,31,20730,299.0,1.0
20.04.2014,15,25,2815,2999.0,2.0
20.04.2014,15,38,16160,1499.0,1.0
20.04.2014,15,38,16087,399.0,1.0
20.04.2014,15,54,15089,149.0,1.0
20.04.2014,15,25,2830,649.0,1.0
20.04.2014,15,46,2808,999.0,1.0
20.04.2014,15,50,16583,149.0,1.0
20.04.2014,15,54,10855,199.34,1.0
20.04.2014,15,25,2703,299.0,1.0
20.04.2014,15,44,21384,399.0,1.0
20.04.2014,15,24,4538,1690.0,1.0
20.04.2014,15,46,4228,899.0,1.0
20.04.2014,15,31,10958,149.0,2.0
20.04.2014,15,24,4249,839.0,1.0
20.04.2014,15,24,3325,299.0,1.0
20.04.2014,15,54,21385,1199.0,1.0
20.04.2014,15,46,4181,999.0,2.0
20.04.2014,15,24,3332,1199.0,1.0
20.04.2014,15,50,8858,549.0,1.0
20.04.2014,15,57,14810,149.0,1.0
20.04.2014,15,24,3183,599.0,1.0
20.04.2014,15,51,4635,528.0,1.0
20.04.2014,15,31,10550,399.0,1.0
20.04.2014,15,52,3732,2599.0,1.0
20.04.2014,15,39,2678,699.0,1.0
20.04.2014,15,54,7096,799.0,1.0
20.04.2014,15,58,13851,169.0,1.0
20.04.2014,15,54,7003,699.0,1.0
20.04.2014,15,54,17980,149.0,1.0
20.04.2014,15,39,2814,899.0,1.0
20.04.2014,15,54,7215,899.0,1.0
20.04.2014,15,24,3933,2099.0,1.0
20.04.2014,15,50,11900,399.0,1.0
20.04.2014,15,58,8635,149.0,1.0
20.04.2014,15,24,17346,169.0,1.0
20.04.2014,15,50,19888,499.0,1.0
20.04.2014,15,31,19698,349.0,1.0
20.04.2014,15,54,6738,699.0,1.0
20.04.2014,15,31,20038,299.0,1.0
20.04.2014,15,54,6498,699.0,1.0
20.04.2014,15,24,15085,399.0,1.0
20.04.2014,15,58,9507,149.0,1.0
20.04.2014,15,24,15147,98.0,1.0
20.04.2014,15,38,2446,999.0,1.0
20.04.2014,15,56,21384,399.0,3.0
20.04.2014,15,24,14290,249.0,1.0
20.04.2014,15,31,20088,349.0,1.0
20.04.2014,15,31,10959,399.0,3.0
20.04.2014,15,24,4178,1590.0,1.0
20.04.2014,15,24,4181,999.0,1.0
20.04.2014,15,35,8077,199.0,1.0
20.04.2014,15,24,3935,2099.0,1.0
20.04.2014,15,54,9845,399.0,1.0
20.04.2014,15,51,4351,263.0,1.0
20.04.2014,15,52,3734,2599.0,1.0
20.04.2014,15,54,10599,299.0,1.0
20.04.2014,15,39,1364,599.0,1.0
20.04.2014,15,54,15631,399.0,2.0
20.04.2014,15,38,2755,999.0,1.0
20.04.2014,15,38,2766,274.0,1.0
20.04.2014,15,46,6138,899.0,1.0
20.04.2014,15,39,972,299.0,1.0
20.04.2014,15,31,12962,199.0,1.0
20.04.2014,15,39,5361,99.0,1.0
20.04.2014,15,54,11242,399.0,3.0
20.04.2014,15,31,12958,199.0,1.0
20.04.2014,15,58,4628,299.0,1.0
20.04.2014,15,46,6085,2199.0,1.0
20.04.2014,15,46,6005,299.0,1.0
20.04.2014,15,54,10718,399.0,4.0
20.04.2014,15,24,5543,599.0,1.0
20.04.2014,15,39,4359,1799.0,1.0
20.04.2014,15,25,2099,399.0,1.0
20.04.2014,15,57,16169,299.0,1.0
20.04.2014,15,31,21358,470.79,1.0
20.04.2014,15,38,2814,887.75,4.0
20.04.2014,15,50,21384,399.0,2.0
20.04.2014,15,57,14553,149.0,1.0
20.04.2014,15,24,3734,2599.0,2.0
20.04.2014,15,58,14227,99.0,1.0
20.04.2014,15,54,8597,199.0,1.0
20.04.2014,15,44,20949,5.0,3.0
20.04.2014,15,24,3707,1999.0,1.0
20.04.2014,15,31,21383,749.0,2.0
20.04.2014,15,24,6622,199.0,1.0
20.04.2014,15,38,22111,349.0,1.0
20.04.2014,15,54,10702,249.0,2.0
20.04.2014,15,58,11184,199.0,1.0
20.04.2014,15,58,10970,149.0,1.0
20.04.2014,15,31,21384,399.0,12.0
20.04.2014,15,58,12134,299.0,1.0
20.04.2014,15,54,10659,699.0,1.0
20.04.2014,15,24,6488,699.0,1.0
20.04.2014,15,54,10376,399.0,1.0
20.04.2014,15,38,21787,249.0,1.0
20.04.2014,15,24,7220,1299.0,1.0
20.04.2014,15,57,15044,699.0,2.0
20.04.2014,15,24,7207,199.0,1.0
20.04.2014,15,54,3554,1049.0,2.0
20.04.2014,15,54,3476,799.0,1.0
20.04.2014,15,24,19430,1299.0,1.0
20.04.2014,15,57,11977,199.0,1.0
20.04.2014,15,31,12449,299.0,1.0
20.04.2014,15,57,12229,299.0,1.0
20.04.2014,15,57,12062,149.0,1.0
20.04.2014,15,57,12066,149.0,1.0
20.04.2014,15,57,11925,549.0,1.0
20.04.2014,15,38,3359,248.0,1.0
20.04.2014,15,38,3360,98.0,1.0
20.04.2014,15,57,15836,149.0,1.0
20.04.2014,15,57,12166,129.0,1.0
20.04.2014,15,52,6121,299.0,1.0
20.04.2014,15,54,5240,1199.0,1.0
20.04.2014,15,57,13132,249.0,1.0
20.04.2014,15,57,13118,299.0,1.0
20.04.2014,15,39,10563,1699.0,1.0
20.04.2014,15,46,2920,599.0,1.0
20.04.2014,15,57,16287,199.0,2.0
20.04.2014,15,46,3331,1199.0,1.0
20.04.2014,15,31,11925,549.0,1.0
20.04.2014,15,54,5822,1049.0,1.0
20.04.2014,15,57,17055,299.0,1.0
20.04.2014,15,57,11950,149.0,1.0
20.04.2014,15,38,3424,999.0,1.0
20.04.2014,15,38,4821,299.0,1.0
20.04.2014,15,40,13676,199.0,1.0
20.04.2014,15,57,12725,399.0,1.0
20.04.2014,15,57,12726,450.0,1.0
20.04.2014,15,40,3928,2499.0,1.0
20.04.2014,15,54,16287,199.0,1.0
20.04.2014,15,31,12398,799.0,1.0
20.04.2014,15,40,3734,2599.0,1.0
20.04.2014,15,57,12651,349.0,1.0
20.04.2014,15,46,3732,2599.0,2.0
20.04.2014,15,57,12970,199.0,1.0
20.04.2014,15,57,18279,299.0,1.0
20.04.2014,15,57,18206,299.0,1.0
20.04.2014,15,46,3708,1599.0,1.0
20.04.2014,15,38,4870,799.0,-1.0
20.04.2014,15,46,3686,899.0,1.0
20.04.2014,15,57,12742,149.0,1.0
20.04.2014,15,57,18451,58.0,1.0
20.04.2014,15,46,2910,699.0,1.0
20.04.2014,15,54,5823,2599.0,1.0
20.04.2014,15,40,15284,799.0,1.0
20.04.2014,15,44,18883,399.0,1.0
20.04.2014,15,57,8686,199.0,1.0
20.04.2014,15,57,8789,149.0,1.0
20.04.2014,15,57,8778,149.0,1.0
20.04.2014,15,57,7893,1689.7,1.0
20.04.2014,15,57,8792,149.0,1.0
20.04.2014,15,50,16209,299.0,1.0
20.04.2014,15,54,4362,2199.0,1.0
20.04.2014,15,57,10283,899.0,1.0
20.04.2014,15,54,4391,599.0,1.0
20.04.2014,15,50,16056,699.0,1.0
20.04.2014,15,57,9862,399.0,1.0
20.04.2014,15,54,4531,299.0,1.0
20.04.2014,15,39,11655,1999.0,1.0
20.04.2014,15,54,4352,1699.0,1.0
20.04.2014,15,50,15615,399.0,1.0
20.04.2014,15,39,15866,819.0,1.0
20.04.2014,15,57,10627,1000.0,1.0
20.04.2014,15,54,4323,399.0,1.0
20.04.2014,15,57,10452,149.0,1.0
20.04.2014,15,57,10563,1699.0,1.0
20.04.2014,15,57,8100,399.0,1.0
20.04.2014,15,38,3835,1189.0,1.0
20.04.2014,15,54,15064,649.0,1.0
20.04.2014,15,54,4355,1999.0,2.0
20.04.2014,15,52,6675,22990.0,1.0
20.04.2014,15,31,12135,299.0,1.0
20.04.2014,15,54,5036,1499.0,1.0
20.04.2014,15,57,8415,349.0,1.0
20.04.2014,15,39,6845,299.0,1.0
20.04.2014,15,46,3325,299.0,2.0
20.04.2014,15,54,6457,699.0,2.0
20.04.2014,15,39,6740,499.0,1.0
20.04.2014,15,39,6738,699.0,1.0
20.04.2014,15,39,6692,2100.0,1.0
20.04.2014,15,39,6689,2499.0,1.0
20.04.2014,15,54,6459,699.0,1.0
20.04.2014,15,57,16603,399.0,1.0
20.04.2014,15,50,16086,399.0,1.0
20.04.2014,15,57,7423,199.0,1.0
20.04.2014,15,57,16717,199.0,1.0
20.04.2014,15,54,6472,699.0,1.0
20.04.2014,15,31,11922,549.0,1.0
20.04.2014,15,54,6085,2199.0,2.0
20.04.2014,15,54,4357,399.0,1.0
20.04.2014,15,24,17756,349.0,1.0
20.04.2014,15,52,2808,799.0,1.0
20.04.2014,15,40,15297,959.0,1.0
20.04.2014,15,54,4244,699.0,1.0
20.04.2014,15,58,7007,2599.0,1.0
20.04.2014,15,25,1364,599.0,1.0
20.04.2014,15,52,2416,449.0,1.0
20.04.2014,15,31,20275,499.0,1.0
20.04.2014,15,39,20949,5.0,5.0
20.04.2014,15,54,17936,199.33,1.0
20.04.2014,15,54,4181,999.0,2.0
20.04.2014,15,54,3732,2599.0,2.0
20.04.2014,15,50,14147,299.0,1.0
20.04.2014,15,38,4244,699.3,1.0
20.04.2014,15,57,17865,99.0,1.0
20.04.2014,15,52,6622,199.0,1.0
20.04.2014,15,31,13860,549.0,2.0
20.04.2014,15,54,15615,399.0,1.0
20.04.2014,15,52,6498,699.0,1.0
20.04.2014,15,44,19254,299.0,1.0
20.04.2014,15,25,485,300.0,1.0
20.04.2014,15,54,2808,999.0,1.0
20.04.2014,15,46,2100,299.0,1.0
20.04.2014,15,54,2584,299.0,1.0
20.04.2014,15,57,14304,149.0,1.0
20.04.2014,15,38,4391,599.0,1.0
20.04.2014,15,38,21384,359.0,1.0
20.04.2014,15,57,14447,399.0,1.0
20.04.2014,15,54,3673,1398.5,1.0
20.04.2014,15,38,21383,749.0,1.0
20.04.2014,15,57,14489,98.0,1.0
20.04.2014,15,38,20652,1499.0,1.0
20.04.2014,15,24,19752,349.0,1.0
20.04.2014,15,58,4332,449.0,1.0
20.04.2014,15,58,5821,649.0,1.0
20.04.2014,15,31,20949,5.0,16.0
20.04.2014,15,54,3424,999.0,1.0
20.04.2014,15,58,7213,899.0,1.0
20.04.2014,15,54,3335,2499.0,1.0
20.04.2014,15,58,7244,499.0,1.0
20.04.2014,15,38,20609,799.0,1.0
20.04.2014,15,57,14932,699.0,1.0
20.04.2014,15,38,20607,799.0,1.0
20.04.2014,15,38,20367,1199.0,1.0
20.04.2014,15,58,7274,349.0,1.0
20.04.2014,15,54,15085,399.0,2.0
20.04.2014,15,54,2831,1259.0,1.0
20.04.2014,15,25,950,2599.0,-1.0
20.04.2014,15,25,951,2599.0,1.0
20.04.2014,15,57,11712,199.0,1.0
20.04.2014,15,57,17785,149.0,1.0
20.04.2014,15,31,12549,199.0,1.0
20.04.2014,15,54,14828,229.0,3.0
20.04.2014,15,50,20532,2599.0,1.0
20.04.2014,15,38,4481,899.0,1.0
20.04.2014,15,57,11306,499.0,1.0
20.04.2014,15,57,10456,349.0,1.0
20.04.2014,15,50,14762,449.0,1.0
20.04.2014,15,44,18721,149.0,1.0
20.04.2014,15,58,6498,699.0,1.0
20.04.2014,15,50,14829,799.0,1.0
20.04.2014,15,57,10468,149.0,1.0
20.04.2014,15,50,14847,229.0,2.0
20.04.2014,15,38,4728,399.0,1.0
20.04.2014,15,46,3333,2599.0,1.0
20.04.2014,15,54,2890,1399.0,1.0
20.04.2014,15,58,6497,999.0,1.0
20.04.2014,15,40,15300,859.0,1.0
20.04.2014,15,57,11711,299.0,1.0
20.04.2014,15,44,18201,299.0,1.0
20.04.2014,15,57,11709,199.0,1.0
20.04.2014,15,31,13071,599.0,2.0
20.04.2014,15,58,7736,299.0,1.0
20.04.2014,15,57,18147,149.0,1.0
20.04.2014,15,57,17992,149.0,1.0
20.04.2014,15,54,2814,899.0,5.0
20.04.2014,15,38,4475,599.0,1.0
20.04.2014,15,57,11484,149.0,1.0
20.04.2014,15,57,11489,349.0,1.0
20.04.2014,15,52,2814,899.0,4.0
20.04.2014,15,57,11131,149.0,1.0
20.04.2014,15,57,17480,149.0,1.0
20.04.2014,15,58,6085,2199.0,1.0
20.04.2014,15,46,2458,299.0,1.0
20.04.2014,15,38,4689,1499.0,1.0
20.04.2014,15,54,2445,599.0,1.0
20.04.2014,15,50,20608,1299.0,1.0
20.04.2014,15,57,17754,899.0,1.0
20.04.2014,15,57,11242,399.0,1.0
20.04.2014,15,50,14649,199.0,1.0
20.04.2014,15,57,11776,149.0,1.0
20.04.2014,15,57,11761,149.0,1.0
20.04.2014,15,46,3928,2799.0,1.0
20.04.2014,15,58,10691,850.0,1.0
20.04.2014,15,31,10601,299.0,1.0
20.04.2014,15,50,22047,149.0,1.0
20.04.2014,15,53,3329,2499.0,1.0
20.04.2014,15,56,13065,199.0,1.0
20.04.2014,15,25,6689,2499.0,1.0
20.04.2014,15,56,13039,99.0,1.0
20.04.2014,15,25,7003,699.0,1.0
20.04.2014,15,52,4907,1499.0,1.0
20.04.2014,15,50,22140,299.0,1.0
20.04.2014,15,35,6457,664.0,1.0
20.04.2014,15,56,13896,199.0,1.0
20.04.2014,15,53,3565,999.0,1.0
20.04.2014,15,38,13161,249.0,1.0
20.04.2014,15,44,14228,99.0,1.0
20.04.2014,15,52,16626,299.0,1.0
20.04.2014,15,52,21404,399.0,1.0
20.04.2014,15,44,14229,99.0,1.0
20.04.2014,15,25,6433,449.0,1.0
20.04.2014,15,35,2814,876.5,2.0
20.04.2014,15,38,13168,349.0,1.0
20.04.2014,15,50,13071,599.0,1.0
20.04.2014,15,53,971,299.0,1.0
20.04.2014,15,25,6687,599.0,1.0
20.04.2014,15,56,18006,149.0,1.0
20.04.2014,15,35,6474,199.5,1.0
20.04.2014,15,53,3745,799.0,1.0
20.04.2014,15,35,6673,9490.0,1.0
20.04.2014,15,25,5036,1499.0,1.0
20.04.2014,15,50,22016,199.0,1.0
20.04.2014,15,25,5262,799.0,1.0
20.04.2014,15,25,5277,799.0,1.0
20.04.2014,15,25,5026,299.0,1.0
20.04.2014,15,52,16287,199.0,1.0
20.04.2014,15,50,11925,549.0,1.0
20.04.2014,15,25,5822,1049.0,1.0
20.04.2014,15,56,17018,98.0,1.0
20.04.2014,15,25,5809,299.0,1.0
20.04.2014,15,25,5341,1149.0,1.0
20.04.2014,15,57,18882,149.0,1.0
20.04.2014,15,35,6111,99.0,1.0
20.04.2014,15,56,18058,249.0,1.0
20.04.2014,15,38,13736,599.0,1.0
20.04.2014,15,35,6091,999.0,1.0
20.04.2014,15,35,5672,3190.0,1.0
20.04.2014,15,57,10334,149.0,1.0
20.04.2014,15,25,6190,1549.0,1.0
20.04.2014,15,25,6247,399.0,1.0
20.04.2014,15,57,21383,749.0,1.0
20.04.2014,15,25,4233,1699.0,1.0
20.04.2014,15,53,2254,1399.0,1.0
20.04.2014,15,38,14531,199.0,1.0
20.04.2014,15,51,5409,263.0,1.0
20.04.2014,15,53,975,299.0,1.0
20.04.2014,15,56,13572,314.0,1.0
20.04.2014,15,25,4244,699.0,1.0
20.04.2014,15,25,4248,1049.3,1.0
20.04.2014,15,35,2830,649.0,1.0
20.04.2014,15,25,4115,299.0,1.0
20.04.2014,15,51,4904,263.0,1.0
20.04.2014,15,35,7019,2599.0,1.0
20.04.2014,15,56,12778,199.0,1.0
20.04.2014,15,35,7018,1199.0,1.0
20.04.2014,15,56,15221,1199.0,1.0
20.04.2014,15,56,14720,149.0,1.0
20.04.2014,15,53,1007,599.0,1.0
20.04.2014,15,53,1460,1199.0,1.0
20.04.2014,15,35,7651,299.0,1.0
20.04.2014,15,38,13172,349.0,1.0
20.04.2014,15,57,21385,1199.0,1.0
20.04.2014,15,53,1855,1199.0,2.0
20.04.2014,15,51,5811,109.0,1.0
20.04.2014,15,53,970,299.0,1.0
20.04.2014,15,53,951,2599.0,1.0
20.04.2014,15,35,2914,699.0,1.0
20.04.2014,15,25,6270,299.0,1.0
20.04.2014,15,35,7252,499.0,1.0
20.04.2014,15,56,13119,299.0,1.0
20.04.2014,15,52,21384,399.0,1.0
20.04.2014,15,52,20274,399.0,1.0
20.04.2014,15,57,21384,399.0,2.0
20.04.2014,15,35,3108,299.0,1.0
20.04.2014,15,56,13118,299.0,1.0
20.04.2014,15,52,20949,5.0,2.0
20.04.2014,15,56,12977,199.0,1.0
20.04.2014,15,53,1871,299.0,1.0
20.04.2014,15,35,7070,299.0,1.0
20.04.2014,15,56,12972,199.0,1.0
20.04.2014,15,25,6498,699.0,1.0
20.04.2014,15,25,6501,699.0,1.0
20.04.2014,15,25,4231,2799.0,1.0
20.04.2014,15,35,2269,799.0,1.0
20.04.2014,15,53,3107,299.0,1.0
20.04.2014,15,25,5673,899.0,1.0
20.04.2014,15,53,20733,299.0,1.0
20.04.2014,15,22,21384,359.0,2.0
20.04.2014,15,57,6083,1599.0,1.0
20.04.2014,15,53,21382,1439.0,1.0
20.04.2014,15,37,6466,699.0,1.0
20.04.2014,15,57,5655,1090.0,1.0
20.04.2014,15,22,7335,299.0,1.0
20.04.2014,15,22,7815,4091.0,1.0
20.04.2014,15,22,7336,349.0,1.0
20.04.2014,15,44,16944,149.0,1.0
20.04.2014,15,50,21385,1199.0,2.0
20.04.2014,15,53,20949,5.0,9.0
20.04.2014,15,22,7332,199.0,1.0
20.04.2014,15,54,1056,189.0,1.0
20.04.2014,15,52,15324,399.0,1.0
20.04.2014,15,37,6474,228.08,1.0
20.04.2014,15,31,11712,199.0,1.0
20.04.2014,15,31,21837,399.0,1.0
20.04.2014,15,37,6491,170.92,1.0
20.04.2014,15,31,11719,149.0,1.0
20.04.2014,15,31,21523,413.05,1.0
20.04.2014,15,37,18702,199.0,1.0
20.04.2014,15,38,5361,99.0,2.0
20.04.2014,15,57,4886,1099.0,1.0
20.04.2014,15,57,5096,949.0,1.0
20.04.2014,15,31,11496,169.0,1.0
20.04.2014,15,37,20949,5.0,4.0
20.04.2014,15,57,5241,1999.0,1.0
20.04.2014,15,46,1830,599.0,1.0
20.04.2014,15,57,5159,849.0,1.0
20.04.2014,15,57,5147,899.0,1.0
20.04.2014,15,57,4635,799.0,1.0
20.04.2014,15,31,11786,99.0,1.0
20.04.2014,15,52,4351,399.0,1.0
20.04.2014,15,57,19602,149.0,1.0
20.04.2014,15,37,17880,332.67,1.0
20.04.2014,15,31,22144,1499.0,1.0
20.04.2014,15,57,19617,399.0,1.0
20.04.2014,15,27,20607,799.0,1.0
20.04.2014,15,53,21864,349.0,1.0
20.04.2014,15,53,21385,1079.0,2.0
20.04.2014,15,57,5607,999.0,1.0
20.04.2014,15,22,21381,1499.0,1.0
20.04.2014,15,56,16154,699.0,1.0
20.04.2014,15,31,21565,349.0,1.0
20.04.2014,15,54,16147,549.0,2.0
20.04.2014,15,37,11184,199.0,1.0
20.04.2014,15,37,10160,199.0,1.0
20.04.2014,15,44,15631,399.0,1.0
20.04.2014,15,51,935,546.0,1.0
20.04.2014,15,22,9845,399.0,1.0
20.04.2014,15,31,11903,349.0,1.0
20.04.2014,15,51,951,2072.0,1.0
20.04.2014,15,37,7018,1199.0,1.0
20.04.2014,15,31,21703,399.0,2.0
20.04.2014,15,46,1411,159.0,2.0
20.04.2014,15,25,5643,2290.0,2.0
20.04.2014,15,25,5608,899.0,1.0
20.04.2014,15,25,5858,764.0,1.0
20.04.2014,15,25,5663,3190.0,1.0
20.04.2014,15,52,15615,399.0,1.0
20.04.2014,15,53,2416,449.0,1.0
20.04.2014,15,53,2808,999.0,1.0
20.04.2014,15,35,6496,199.5,1.0
20.04.2014,15,38,6185,499.0,1.0
20.04.2014,15,56,16167,699.0,1.0
20.04.2014,15,22,5380,2391.0,1.0
20.04.2014,15,56,16906,349.0,1.0
20.04.2014,15,53,2814,899.0,6.0
20.04.2014,15,31,21571,199.0,1.0
20.04.2014,15,50,21404,399.0,2.0
20.04.2014,15,54,786,359.0,1.0
20.04.2014,15,37,5270,799.0,1.0
20.04.2014,15,54,385,249.0,1.0
20.04.2014,15,54,18991,28.0,1.0
20.04.2014,15,38,6090,998.7,1.0
20.04.2014,15,57,20124,349.0,2.0
20.04.2014,15,54,967,299.0,1.0
20.04.2014,15,57,19788,299.0,1.0
20.04.2014,15,54,951,2599.0,1.0
20.04.2014,15,46,975,299.0,1.0
20.04.2014,15,31,11921,549.0,1.0
20.04.2014,15,37,5324,299.0,1.0
20.04.2014,15,52,15117,170.0,1.0
20.04.2014,15,54,948,2599.0,1.0
20.04.2014,15,54,832,299.0,1.0
20.04.2014,15,57,19846,58.0,1.0
20.04.2014,15,52,14730,149.0,1.0
20.04.2014,15,46,1467,899.0,1.0
20.04.2014,15,57,19692,149.0,2.0
20.04.2014,15,57,21332,149.0,1.0
20.04.2014,15,56,14672,199.0,1.0
20.04.2014,15,57,1937,599.0,1.0
20.04.2014,15,57,1921,249.0,1.0
20.04.2014,15,25,9089,199.0,1.0
20.04.2014,15,31,10376,399.0,1.0
20.04.2014,15,25,9092,199.0,1.0
20.04.2014,15,53,5822,1049.0,1.0
20.04.2014,15,53,5820,2099.0,1.0
20.04.2014,15,46,2252,599.0,1.0
20.04.2014,15,35,16748,349.0,1.0
20.04.2014,15,31,10641,699.0,1.0
20.04.2014,15,46,2254,1399.0,1.0
20.04.2014,15,54,20667,1199.0,1.0
20.04.2014,15,53,6090,999.0,1.0
20.04.2014,15,25,9275,1099.0,1.0
20.04.2014,15,57,2100,299.0,1.0
20.04.2014,15,25,8976,149.0,1.0
20.04.2014,15,51,3745,607.0,1.0
20.04.2014,15,31,20125,549.0,1.0
20.04.2014,15,46,4391,599.0,1.0
20.04.2014,15,52,7203,199.0,1.0
20.04.2014,15,57,1855,1199.0,1.0
20.04.2014,15,25,9054,499.0,1.0
20.04.2014,15,53,5823,2599.0,1.0
20.04.2014,15,54,18958,499.0,1.0
20.04.2014,15,25,7876,649.0,1.0
20.04.2014,15,57,20949,5.0,6.0
20.04.2014,15,53,4249,839.0,2.0
20.04.2014,15,25,7893,1690.0,1.0
20.04.2014,15,53,4244,699.0,1.0
20.04.2014,15,25,8243,98.0,1.0
20.04.2014,15,25,8100,399.0,1.0
20.04.2014,15,31,10387,149.0,1.0
20.04.2014,15,53,4271,2799.0,1.0
20.04.2014,15,53,4361,2799.0,1.0
20.04.2014,15,25,7019,2599.0,1.0
20.04.2014,15,38,9451,349.0,1.0
20.04.2014,15,38,9512,399.0,1.0
20.04.2014,15,25,7048,1819.0,1.0
20.04.2014,15,53,4304,299.0,1.0
20.04.2014,15,57,2308,299.0,1.0
20.04.2014,15,25,7530,399.0,1.0
20.04.2014,15,25,7531,383.96,1.0
20.04.2014,15,35,17133,141.0,1.0
20.04.2014,15,25,7895,749.0,2.0
20.04.2014,15,53,5036,1499.0,1.0
20.04.2014,15,31,10626,850.0,1.0
20.04.2014,15,54,7531,385.61,1.0
20.04.2014,15,54,8406,199.0,1.0
20.04.2014,15,38,11377,349.0,1.0
20.04.2014,15,38,11381,199.0,1.0
20.04.2014,15,56,19752,349.0,1.0
20.04.2014,15,54,8415,349.0,3.0
20.04.2014,15,24,9451,349.0,1.0
20.04.2014,15,56,19877,249.0,1.0
20.04.2014,15,56,20019,299.0,1.0
20.04.2014,15,58,9862,399.0,1.0
20.04.2014,15,35,9175,249.0,1.0
20.04.2014,15,24,8754,399.0,1.0
20.04.2014,15,56,22047,149.0,1.0
20.04.2014,15,56,21930,199.0,1.0
20.04.2014,15,24,16787,2599.0,1.0
20.04.2014,15,24,15631,399.0,1.0
20.04.2014,15,50,18622,169.0,1.0
20.04.2014,15,54,8093,1285.83,1.0
20.04.2014,15,56,21880,149.0,1.0
20.04.2014,15,38,10910,199.0,1.0
20.04.2014,15,35,16083,399.0,1.0
20.04.2014,15,38,10894,169.0,1.0
20.04.2014,15,54,7194,699.0,1.0
20.04.2014,15,25,9512,399.0,1.0
20.04.2014,15,25,9539,199.0,1.0
20.04.2014,15,35,14829,799.0,2.0
20.04.2014,15,25,8415,349.0,1.0
20.04.2014,15,56,20608,1299.0,1.0
20.04.2014,15,31,10615,529.0,1.0
20.04.2014,15,38,12200,299.0,1.0
20.04.2014,15,38,11489,349.0,1.0
20.04.2014,15,35,15631,399.0,2.0
20.04.2014,15,52,3928,2799.0,1.0
20.04.2014,15,54,7856,799.0,1.0
20.04.2014,15,25,8756,549.0,1.0
20.04.2014,15,35,9889,58.0,1.0
20.04.2014,15,35,9862,399.0,1.0
20.04.2014,15,46,4901,1499.0,1.0
20.04.2014,15,25,8644,299.0,1.0
20.04.2014,15,46,4870,799.0,1.0
20.04.2014,15,31,20609,799.0,1.0
20.04.2014,15,54,7274,349.0,1.0
20.04.2014,15,56,20949,5.0,5.0
20.04.2014,15,35,1235,299.0,1.0
20.04.2014,15,53,4634,1199.0,1.0
20.04.2014,15,44,15278,799.0,1.0
20.04.2014,15,25,4391,599.0,1.0
20.04.2014,15,53,6466,699.0,1.0
20.04.2014,15,57,21404,399.0,3.0
20.04.2014,15,57,20390,1229.0,1.0
20.04.2014,15,54,21404,399.0,4.0
20.04.2014,15,31,10472,549.0,1.0
20.04.2014,15,52,3367,799.0,1.0
20.04.2014,15,35,3928,2799.0,1.0
20.04.2014,15,53,8411,999.0,1.0
20.04.2014,15,25,4728,399.0,1.0
20.04.2014,15,56,14065,149.0,1.0
20.04.2014,15,53,8288,199.0,1.0
20.04.2014,15,53,8121,349.0,1.0
20.04.2014,15,35,5500,1566.0,1.0
20.04.2014,15,25,10391,199.0,1.0
20.04.2014,15,25,10497,399.0,1.0
20.04.2014,15,57,20607,799.0,1.0
20.04.2014,15,53,7968,1049.0,1.0
20.04.2014,15,25,10456,349.0,1.0
20.04.2014,15,25,4628,299.0,1.0
20.04.2014,15,35,1853,1799.0,1.0
20.04.2014,15,25,4497,249.0,1.0
20.04.2014,15,25,4471,2599.0,1.0
20.04.2014,15,56,14716,149.0,1.0
20.04.2014,15,25,4634,1199.0,1.0
20.04.2014,15,35,4391,599.0,1.0
20.04.2014,15,25,4636,799.0,1.0
20.04.2014,15,53,6908,1699.0,1.0
20.04.2014,15,35,4357,399.0,1.0
20.04.2014,15,53,7047,419.0,1.0
20.04.2014,15,53,7019,2599.0,1.0
20.04.2014,15,53,7018,1199.0,1.0
20.04.2014,15,44,14389,149.0,1.0
20.04.2014,15,44,13948,149.0,1.0
20.04.2014,15,53,6675,22990.0,1.0
20.04.2014,15,35,4123,199.0,1.0
20.04.2014,15,25,5116,449.0,1.0
20.04.2014,15,57,21432,499.0,1.0
20.04.2014,15,53,6497,999.0,1.0
20.04.2014,15,35,1449,599.0,1.0
20.04.2014,15,38,15297,959.0,1.0
20.04.2014,15,38,15452,599.0,1.0
20.04.2014,15,44,12831,199.0,1.0
20.04.2014,15,53,4669,299.0,1.0
20.04.2014,15,56,15022,149.0,1.0
20.04.2014,15,57,20201,349.0,1.0
20.04.2014,15,52,3686,899.0,1.0
20.04.2014,15,53,4497,249.0,1.0
20.04.2014,15,35,5208,1199.0,2.0
20.04.2014,15,44,15226,799.0,1.0
20.04.2014,15,38,10609,349.0,1.0
20.04.2014,15,54,16025,2999.0,1.0
20.04.2014,15,53,4870,799.0,1.0
20.04.2014,15,25,11921,549.0,1.0
20.04.2014,15,35,4904,399.0,1.0
20.04.2014,15,25,8066,98.0,1.0
20.04.2014,15,35,4639,1139.0,1.0
20.04.2014,15,25,11306,499.0,1.0
20.04.2014,15,25,10718,399.0,2.0
20.04.2014,15,53,4704,299.0,1.0
20.04.2014,15,44,15276,799.0,1.0
20.04.2014,15,35,14932,664.0,1.0
20.04.2014,15,25,11302,1699.0,1.0
20.04.2014,15,38,10659,699.0,1.0
20.04.2014,15,25,11227,199.0,1.0
