,sale_date,month_num,total_daily_sale
716,31.01.2013,0,1917879.3500671387
717,31.01.2014,12,2770490.0003356934
718,31.03.2013,2,3540442.199508667
719,31.03.2014,14,2344003.150161743
720,31.05.2013,4,2516962.9999542236
721,31.05.2014,16,5312254.9998931885
722,31.07.2013,6,1969674.9996886477
723,31.07.2014,18,2834398.999847412
724,31.08.2013,7,3585177.9896667823
725,31.08.2014,19,3302828.000656128
726,31.10.2013,9,3538344.0
727,31.10.2014,21,3171056.999847412
728,31.12.2013,11,12142248.152709961
729,31.12.2014,23,15048093.496047974
